name,region,distance_km,elevation_gain_m,difficulty,duration_min,days,description,route_number,url
Ahornen-Rundweg,"Näfels, Obersee (Rundweg)",11.0,660.0,Bergwanderweg | technical: medium | fitness: medium,225,1,"Der Obersee, Start und Ziel der Wanderung, liegt in einem schönen Talkessel oberhalb von Näfels. Blickt über den glasklaren See auf die Glarner Voralpen, fühlt man sich fast wie in British Columbia. Der Ort ist beliebt bei Familien und Anglern. Der Wanderweg quert zunächst den Niederseewald. Umgeben von Fichten wird zum Lochberg aufgestiegen. Vorbei an den ganzjährig bewohnten Bergbauernhöfen auf dem Näfelserberg führt die Strasse ohne Wegspur durch die Wiese bis zum Waldrand. Von da an leitet eine Wegspur durch den Wald zur Alp Enziunen – die letzte im Glarnerland, auf welcher noch Ziger produziert wird. Nach der Alpweide steigt man zum Sööli Stäfeli auf, höchster Punkt der Tour. Für den Aufstieg entschädigen wunderschöne Trockenwiesen mit einer hohen Artenvielfalt an Pflanzen. Andererseits bietet sich hier ein traumhaftes Panorama mit Sicht auf das 1912 geschaffene und zehn Quadratkilometer grosse Wildasyl Rauti-Troos sowie den höchsten Näfelser Gipfel, den Rautispitz (2283 m ü. M). Der Weg verläuft im Anschluss relativ konstant durch die Trockenwiesen bis zu den Heuerhütten im Geeren. Während des Abstiegs vorbei an der Ferienhaussiedlung «Vorder Ahornen» bietet sich eine schöne Aussicht zum Bockmattli, dem Plattenberg, dem Schyberg und auf den markanten Brünnelistock. Via Ällenboden wird die Alp Oberseestafel erreicht. Hier wird Alpkäse produziert, den man auch ab Alp beziehen kann (ausser wenn die Älpler im oberen Alpstafel auf Rauti sind, Juli bis ca. Mitte August). Unterwegs findet man zahlreiche Infotafeln und einen Spielplatz mit Grillmöglichkeit. Aber auch am Ziel der Wanderung, auf der Terrasse des Bergrestaurants Obersee, kann man bei wunderschönem Seeblick eine Erfrischung geniessen.",823,https://www.schweizmobil.ch/de/wanderland/route-823
Urwaldweg Bödmeren,Muotathal (Eigeliswald) (Rundweg),10.0,460.0,Bergwanderweg | technical: medium | fitness: medium,180,1,"Ganz hinten um Muotatal, unterhalb des Pragelpasses, liegt ein besonderer Wald: der urwaldähnliche Bödmerenwald. Er wächst auf einem zerklüfteten Karstrücken mit Dolinen, Gräben und Brüchen, wo der Schnee lange liegen bleibt. Der Kernbereich ist unberührt, die Fichten sind teilweise über 500 Jahre alt. Sie haben die früheren Zeiten intensiver Waldnutzung überstanden, weil sie so schwer erreichbar waren. Auffällig: die säulenartige Kronenform vieler Fichten, eine Anpassung an die grossen Schneemengen. Insgesamt misst das Naturreservat rund 550 Hektaren – oder 770 Fussballfelder. Schwer vorstellbar, dass sich unterhalb das Hölloch ausbreitet, mit über 200 Kilometern das grösste Höhlensystem der Schweiz. Durch einen Teil dieses grössten Fichtenurwaldes der Alpen verläuft die Wanderung zwischen Mittenwald und Bödmeren. Nach dem Start zeigt sich zunächst ein durch kleine Baumkollektive strukturierter Fichtenwald. Später ist es ein lichter, strauchreicher Birkenwald mit einzelnen Fichten und knorrigen Bergföhren. Die Flora reagiert sehr sensibel auf Bodenverhältnisse und Kleintopographie, was sich in einer grossen Vielfalt ausdrückt. Schlanke Säulentannen, Moorbirken, Flechten, Moose, Farne, viel Totholz, schöne Lichtungen und steil aufragende Felswände prägen die Landschaft. Das Mosaik von Wald und Weide begleitet einen auf dem ganzen Weg. Die Alpweide markiert das Ende des Urwaldes. Der Mensch hat dort durch Rodungen Alpweiden geschaffen, wo der Boden dafür geeignet war. Auf dem Weg hat es ab und zu kleine, rötlich verfärbte Biotope, auch «Flösch» genannt. Die vielen Niederschläge – rund 2500mm pro Jahr - versickern schnell, ausser an Stellen, wo Lehmschichten den Boden abdichten. Diese natürlichen Tränkstellen ermöglichen in dem fliessgewässerfreien Gebiet die Bewirtschaftung mit Vieh. Mit eindrücklichen Tiefblicken ins Muotatal kehrt der Weg zum Ausgangspunkt zurück.",826,https://www.schweizmobil.ch/de/wanderland/route-826
Goldauer Bergsturzspur,Goldau (Rundweg),8.0,620.0,Wanderweg | technical: easy | fitness: medium,195,1,"Die «Goldauer Bergsturzspur» am Rossberg ist eng mit dem verhängnisvollen 2. September des Jahres 1806 verknüpft: Gigantische Felsmassen stürzten damals von den Hängen des Westgipfels des Rossberggrates auf einer Ton- und Mergelschicht zu Tale. Durch heftige, anhaltende Regenfälle wurden diese zu einer Art Rutschbahn. 102 Häuser der Weiler Röthen und Goldau wurden von den knapp 400 Millionen Kubikmetern Geröll begraben. Die Massen erreichten gar das Westufer des Lauerzersees, wo sie eine Flutwelle auslösten. Insgesamt fanden 457 Menschen und über 320 Tiere den Tod. Der Wanderweg durch das Gebiet des Goldauer Bergsturzes startet beim Bahnhof Arth-Goldau. Bei den letzten Häusern des Dorfes taucht er in den Härzigwald und führt sogleich relativ steil bergauf. Dieser erste Abschnitt – vom Bahnhof bis Höhe Spitzibüel – verläuft auf der Route des Schwyzer Höhenwegs. Danach folgt eine Querung bis Oberspitzibüel. Unterwegs auf dem Schuttkegel des Bergsturzgebietes, durch welches die Rundwanderung zurück nach Goldau führt, trifft man immer wieder auf stumme Zeugen von damals: riesige Nagelfluhblöcke prägen die Landschaft. Die Gegend ist heute auch ein kantonales Pflanzenschutzreservat. Denn in dem gigantischen Rutschgebiet bekamen Pflanzen eine Entwicklungschance, die in der üblichen Waldlandschaft nicht gedeihen können. Botanikfans kommen vor allem wegen der seltenen Orchideenarten hierher, etwa dem gelben Frauenschuh, Zweiblatt oder Waldvöglein. Einige der Pflanzen wachsen direkt am Wegrand. Wer die Wanderung im Frühsommer macht, hat die besten Chancen, sie in voller Blüte zu erleben.",828,https://www.schweizmobil.ch/de/wanderland/route-828
Ybriger 7-Egg-Weg,"Hoch-Ybrig, Chli-Stärne → Brunni, Holzegg",11.0,360.0,Wanderweg | technical: easy | fitness: medium,190,1,"Nach einer Luftseilbahn- und Sesselliftfahrt steht man am Ausgangspunkt: dem Chli Sterne im Hoch-Ybrig. Nun geht es zu Fuss dem Grat entlang Richtung Spirstock – den Forst- und Druesberg im Rücken, links der Blick ins Muotatal und zum Stoos. Rechts: die endlose Weite über den Sihlsee, den Zürichsee und ins Zürcher Oberland. Vom Spirstock führt der Weg weiter bergab, vorbei am Laucheren-Chappeli. Von der dortigen Kapelle hat man einen herrlichen Blick über die gegenüberliegende Innerschweizer Bergwelt. Via Windegg und über die Sternenegg wird die Ibergeregg-Passhöhe erreicht. Auf dem Pass befinden sich ein Gasthaus und eine Marienkapelle. Das dortige Naturschutzgebiet ist eines der artenreichsten Europas, es gibt zahlreiche Flach- und Hochmoore auf der Ibergeregg. Diese wurden 2019 von der Stiftung Landschaftsschutz Schweiz zur Landschaft des Jahres ernannt. Die 7-Egg-Wanderung führt weiter auf dem Kiesweg in leichtem Auf und Ab vorbei an der Alpwirtschaft Zwäcken. Hier können vor Ort hergestellte Alpprodukte gekostet werden. Via Müsliegg geht es zur nächsten Egg: der Stäglerenegg. Dort taucht der Weg ganz kurz in ein Waldstück und kommt beim Skihaus Holzegg wieder raus. Auf dem breiten Weg mit Blick auf das Alptal wird vorbei an der Bruder Klausenkapelle die Holzegg erreicht. Das Berggasthaus liegt am Fuss des markanten Grossen Mythen, Wahrzeichen von Schwyz. Jetzt nochmals den Blick hinauf zur eindrücklichen Steilwand, hinab nach Schwyz und hinüber zum Stoos geniessen. Beim Abstieg ins Brunni schont die Luftseilbahn die Knie. Das Postauto bringt Wandernde zum Bahnhof Einsiedeln zurück.",830,https://www.schweizmobil.ch/de/wanderland/route-830
Rigi Scheidegg-Weg,Gersau → Rigi Scheidegg,8.0,1250.0,Bergwanderweg | technical: medium | fitness: difficult,230,1,"In Gersau ist das Klima besonders mild. Die Gemeinde liegt am Rigi-Südhang, eingebettet in eine sonnige Mulde. Durch Hochfluh, Gersauerstock und den See ist sie vor kühlen Winden geschützt. Vom Ufer folgt der Rigi Scheidegg-Weg zur Seidenfabrik, die hier 1892 gegründet wurde. Es ist die einzige noch aktive Seidenspinnerei in der Schweiz. Spannend hier: Eine geologische Informationstafel und die Wasserfassung für die Stromgewinnung der Fabrik. Weiter geht es hinauf zu den Bergheimeten, abgelegene Hütten, die ganzjährig bewohnt und bewirtschaftet werden. Durch den Schlätterwald führt der Weg zum Gätterli, wo sich ein urchiges Gasthaus befindet. Von dort zweigen mehre Wege ab: einer hinauf zum Aussichtsgipfel Hochflue, ein anderer hinunter zum Lauerzersee und nach Goldau. Die beschriebene Route verläuft auf dem Wanderweg über die Alp Chellensack zum Höcheli. Bei der Gersauer Alp wachsen auf den saftigen Wiesen die typischen Rigirollen. So nennt man hier die gelbe kugelrunde Blume, die andernorts als Trollblume bekannt ist. Dem Bergkamm entlang geniesst man eine eindrückliche Rundsicht auf die umliegenden Berge und den Vierwaldstättersee. Der Weg führt auf den Gersauer Hausberg Rigi Burggeist. Weiter beim Ziel, dem Aussichtsberg Rigi Scheidegg, bietet sich eine Einkehr an mit Blick zu den Alpen und über das Mittelland.",831,https://www.schweizmobil.ch/de/wanderland/route-831
Karstspur Silberen,Pragelpass (Rundweg),14.0,1050.0,Bergwanderweg | technical: medium | fitness: difficult,325,1,"Der Pragelpass verbindet das Muotatal im Kanton Schwyz mit dem Klöntal im Glarnerland. Die Tour startet auf der Passhöhe. Der Aufstieg via Alp Butzen mit ihren Viehherden führt kontinuierlich weiter weg von den Weiden und hinein ins unwirtliche, bizarre Karstgebiet. Der Name Silberen verweist auf die helle Farbe des Felsens. Besonders an dieser steinigen Gegend: Vom nackten Felsen bis zum subalpinen Wald weist sie alles auf, zudem befindet sich hier das grösste Karrenfeld der Schweiz. Beim Durchschreiten der geschützten Landschaft sind die Pfiffe von Murmeltieren zu vernehmen. Die Gämsen verstehen dieses Signal und suchen das Weite. Kaum vorstellbar, dass vor 10'000 Jahren hier oben nachweislich urzeitliche Jäger Rothirsche und Steinböcke jagten. Unweit des Gipfelkreuzes finden sich Spuren eines einstigen Siedlungsplatzes. Die herrliche Rundsicht und die Einsamkeit laden zum Verweilen ein. Von hier führt der weithin sichtbar markierte Weg über das Hochplateau Richtung Osten und sucht sich seine Spur durch eine vom Wasser geprägte, sagenumwobene Karstlandschaft. Mit etwas Glück sind sogar Schneehühner auszumachen. Ebenfalls speziell: Unter den Wanderern befindet sich das Hölloch, eine der längsten Höhlen der Welt. Das Höhlensystem erstreckt sich über rund 200 Kilometer und befindet sich unter dem Karstgebiet der Silberen. Unverhofft rasch befindet man sich in den weitläufigen Schafweiden der Silberenalp. Unzählige kleine Wassertümpel widerspiegeln das Sonnenlicht. Der Rückweg zum Pragelpass ist geprägt von der Tiefsicht ins Klöntal mit dem blauen Bergsee.",832,https://www.schweizmobil.ch/de/wanderland/route-832
Moorweg Rothenthurm,Biberbrugg → Rothenthurm,10.0,260.0,Wanderweg | technical: easy | fitness: easy,165,1,"Das trogförmige Hochtal der Biber gilt als Moorlandschaft von besonderer Schönheit und nationaler Bedeutung. Wandern durch mannshohen Farn, baden und grillieren in einer der Buchten der Biber, Wälder erkunden oder den Tieren zuhören – auf diesem besonderen Abenteuerweg kann das Hochmoor mit all seinen Facetten, Pflanzen und verschiedenen Farben entdeckt werden. Gewandert wird dabei auf Kiessträsschen, Trampelpfaden und über Holzprügelwege. Im Schatten der Wälder ist es angenehm kühl, auf den Abschnitten im offenen Gelände können die Aussicht und die Sonne genossen werden. Wer genau hinschaut, entdeckt einige seltene Pflanzen, darunter Orchideen, Wollgräser oder Schwalbenenzian. Kurz nach dem Start beim Bahnhof Biberbrugg zweigt die Route von der Strasse ab durch das Hochmoor Witi. Dem Waldrand entlang wird danach der Fluss Biber überquert. Die beiden Hochmoore Schlänggli und Ägeriried bilden die grösste zusammenhängende Hochmoorfläche der Schweiz. Riedwiesen säumen den Weg, die Weite der Moorebene wird einzig von kleinen Auen- und Moorwäldern unterbrochen. Bei Bibersteg folgt der Weg ein Stück dem Fluss Biber. Auffällig im Hochmoor um Bubrugg: Kleine Hüttli, die aus der Zeit der Torfstecherei stammen. Der abgebaute Torf wurde in diesen zu Brennstoff getrocknet. Auf dem letzten Teilstück in Richtung Rothenthurm sollte genau hingehört werden: Hier singen nicht selten die umso seltener gewordenen Braunkehlchen und Wiesenpieper. Am Ziel der Wanderung angekommen, fallen zwei Gebäude ins Auge: einerseits der rote Letziturm aus dem Jahr 1323, welcher der Gemeinde ihren Namen gegeben hat. Das zweite Wahrzeichen von Rothenthurm ist die Pfarrkirche St. Antonius, die zu den markantesten Gotteshäusern im Kanton Schwyz zählt.",835,https://www.schweizmobil.ch/de/wanderland/route-835
Zürcher Weinland Weg,Dachsen → Ossingen,15.0,280.0,Wanderweg | technical: easy | fitness: medium,230,1,"Die Route beginnt in der kleinen Gemeinde Dachsen, eingebettet zwischen Rheinufer und Rebbergen. Den intakten Ortskern mit seinen historischen Riegelbauten hinter sich lassend folgt man dem Anderbach bis zum Waldrand. Auf dem Aussichtsweg oberhalb des alten Ortskerns von Benken befindet man sich inmitten der Weinreben. Weiter in Richtung Wildensbuch bietet sich eine fantastische Aussicht über das Zürcher Weinland zum Irchel und zur Lägern. Gegen Südosten sind bei klarem Wetter sogar die Alpen zu erkennen. Kurz darauf erreicht man das Dörfchen Wildensbuch. Von hier lohnt sich ein kurzer Abstecher auf die Anhöhe der Hohwacht, auf welcher ein 37 m hohe Aussichtsturm aus Holz emporragt. Auf der Aussichtsplattform sollte man für einen Moment die Sicht auf sich wirken lassen. Der Blick erstreckt sich über den Randen und die Vulkanlandschaft Hegau bis zum Bodensee. Am alten Schulhaus Wildensbuch mit seinem Zeittürmchen vorbei folgt ein kleiner Anstieg auf den Sunnenberg, bevor die Wanderung sanft absteigend nach Rudolfingen, einem musterhaften Bauerndorf am Fusse des Cholfirsts führt. Zwischen Moränenhügeln wandernd, nähert man sich dem Naturschutzgebiet Husemersee mit seiner sanften Moorlandschaft. Beim See laden Feuerstellen und ein lauschiger Badeplatz für eine Pause ein, bevor man in nur wenigen Minuten Ossingen erreicht.",859,https://www.schweizmobil.ch/de/wanderland/route-859
Hüttchopf Weg,Steg → Wald,14.0,640.0,Wanderweg | technical: easy | fitness: medium,270,1,"Nach einem flachen Kilometer auf Hartbelag zweigt der Weg links ab und folgt der Töss, die sich gemächlich ihren Weg durch Wiesen und Wälder sucht. Kurz vor Stierweid überquert man den Fluss und lässt man das sanfte Tösstal hinter sich. Es folgt ein steiler Anstieg zum Sattel Tannen, von wo aus man bereits den kahlen Hüttchopf entdeckt. Teils im Wald, teils über Weiden mit Birken und Föhren steigt man den Nordgrat empor. Auf dem Weg zur Alp Überzütt bietet sich die schönste Aussicht ins dicht bealdete Quellgebiet der Vorderen und Hinteren Töss, zum Säntis und im Norden zum Bodensee. Von Überzütt führt der Weg durch den Osthang der Brandegg zum Bergrestaurant Scheidegg. Die prachtvolle Aussicht auf Zürich- und Obersee, den Alpenkranz vom Säntis bis ins Berner Oberland, in den Jura und den Schwarzwald lädt zu einer längeren Rast ein. Der Abstieg verläuft über den Grat des Josenberges, dann über den sonnigen Abhang zum Weiler Aa und hinunter ins Sagenraintobel. Eine kurzweilige Wanderung dem Schmittenbach entlang schliesst sich an. So gelangt man zur Kirche und über den Dorfplatz zum Bahnhof Wald.",864,https://www.schweizmobil.ch/de/wanderland/route-864
Erlenbach-Küsnacht Tobelweg,Erlenbach (ZH) → Küsnacht (ZH),10.0,320.0,Wanderweg | technical: easy | fitness: easy,170,1,"Erlenbach, an der Sonnenküste des Zürichsees, hat seinen dörflichen Charakter bis jetzt bewahrt. Im Dorfbach-Tobel steht man schon bald vor dem Höhschutz oder Hanggiessen, einem Wasserfall, der über eine zwölf Meter hohe Molassewand stürzt. Zu den Drachen- oder Fledermaushöhlen kann man hinaufklettern. In der Sage wird erzählt, dass in der Tiefe der Höhle ein schauriger Lindwurm gehaust haben soll, der das Dorf mehrmals überfallen habe. Ein frommer Ritter habe ihn mit diamanten Fesseln gebändigt. Kurz vor dem Tobelende liegt vor uns ein riesiger erratischer Felsblock, der Alexanderstein, ein Sandstein-Findling aus der Eiszeit. Hier befindet sich auch ein Findlingsgarten mit 65 weiteren imposanten Steinen, die aus der näheren Umgebung zusammengetragen wurden.",869,https://www.schweizmobil.ch/de/wanderland/route-869
Tüfelschilen-Schauenberg Weg,Kollbrunn → Elgg,16.0,660.0,Wanderweg | technical: easy | fitness: medium,280,1,"Die Wanderung startet beim Bahnhof Kollbrunn. Durch ein höhergelegenes Quartier führt der Weg dann durch das Koppenholz dem Bolsterengrat entlang. Ein Stück weiter zweigt der Wanderweg rechts durch den Wald zum Bäntalbach. Durch ein mystisches Tobel wandert man weiter zu den Tüfelschilen. Dieser ehemalige Tuff-Steinbruch ist seit der Stilllegung ganz von Moos überwachsen. Darüber plätschert ein Bach – einfach herrlich. Von hier führen die Treppen aufwärts zu den Quellen des Wasserfalls. Weiter geht es auf dem Züri Oberland-Höhenweg über Wiesen und Wälder, rund um den Wissenberg und hinauf auf den Schauenberg. Die Kuppe war seit dem 9. Jh. Standort einer Burg – die jedoch 1344 zerstört wurde – und später einer Hochwacht. Heute sind davon nur noch Mauerreste übrig geblieben. Diese sind jedoch ein optimaler Platz für eine Picknick-Pause. Oben angekommen, geniesst man die traumhafte Aussicht über das Zürioberland und nach Elgg, Ziel der Wanderung. Zuerst aber schlängelt sich der Wanderweg durch das romantische Farenbachtobel mit seinen Wasserfällen und vielen kleinen Brücken. Im Städtli Elgg angekommen, lohnt sich der Besuch des Dorfkerns mit den vier alten Hauptgassen und schönen Riegelhäusern.",872,https://www.schweizmobil.ch/de/wanderland/route-872
